lake,sed.date,B2mean,B3mean,B4mean,B2max,B3max,B4max,B2min,B3min,B4min
Lake Bonney,2021-12-18,0.4994135352597994,0.4843170800183841,0.5000214445579159,0.5793567299842834,0.5598756670951843,0.5804543495178223,0.29783615469932556,0.2910611927509308,0.29380205273628235
Lake Bonney,2021-12-20,0.49466935902843784,0.47576886615345176,0.494036599988783,0.589692234992981,0.5679344534873962,0.5909936428070068,0.2937735319137573,0.2643330991268158,0.273037314414978
Lake Bonney,2021-12-22,0.49676043712781687,0.4801305314279209,0.5011497071996789,0.5887112021446228,0.5714725852012634,0.5964502096176147,0.283420205116272,0.25934892892837524,0.26241588592529297
Lake Bonney,2021-12-24,0.49521858335959074,0.4705810459250068,0.4810790163004875,0.5635542273521423,0.5391116738319397,0.5555446743965149,0.35321345925331116,0.32061055302619934,0.32411831617355347
Lake Bonney,2022-01-05,0.544992959200056,0.5239040236052483,0.5457208731562776,0.6614429354667664,0.6444336771965027,0.6779746413230896,0.3086990714073181,0.2774004638195038,0.2795756757259369
Lake Bonney,2022-01-07,0.5141979175745004,0.49638080190797035,0.5132271769832848,0.6415079236030579,0.6272355914115906,0.6482529044151306,0.2700267732143402,0.24350573122501373,0.23963725566864014
Lake Bonney,2022-01-12,0.4914783244779648,0.4773664595143882,0.49244809421446994,0.6223897337913513,0.6140375137329102,0.6377772688865662,0.2671869099140167,0.23616883158683777,0.2300931066274643
Lake Bonney,2022-01-14,0.49332431413609873,0.4737625724024059,0.48780912278527117,0.6322401762008667,0.6185579895973206,0.6405699253082275,0.2542746067047119,0.21885129809379578,0.21772974729537964
Lake Bonney,2022-01-16,0.4864685173805767,0.4638040669589772,0.47870217040205776,0.6158944368362427,0.5981103181838989,0.6197561621665955,0.24807533621788025,0.22097449004650116,0.2179802507162094
Lake Bonney,2022-01-19,0.46402603404077714,0.44433838116736707,0.4592036133724981,0.5976975560188293,0.5858375430107117,0.6122916340827942,0.23412355780601501,0.19449010491371155,0.19348695874214172
